"No.","Time","Source","Destination","Protocol","Length","Info"
"515","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=40019 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"516","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=41429 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"517","19.968230","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"518","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=44249 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"519","19.968230","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=45659 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"520","19.968673","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=9499 Ack=47069 Win=131072 Len=0"
"521","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"522","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"523","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=49889 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"524","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=51299 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"525","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data, Application Data"
"526","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=54119 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"527","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=55529 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"528","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"529","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=58349 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"530","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"531","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=61169 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"532","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=62579 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"533","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"534","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=65399 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"535","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"536","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=68219 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"537","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=69629 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"538","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"539","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=72449 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"540","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"541","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"542","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=76679 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"543","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=78089 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"544","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"545","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=80909 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"546","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"547","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=83729 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"548","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"549","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=86549 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"550","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=87959 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"551","20.277077","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"552","20.277077","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=90779 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"553","20.277499","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=9499 Ack=92189 Win=131072 Len=0"
"554","20.277697","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"555","20.277697","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=93599 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"556","20.277697","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=95009 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"557","20.277697","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"558","20.277697","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"559","20.277697","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=99239 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"560","20.277697","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=100649 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"561","20.277697","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"562","20.277779","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=9499 Ack=103469 Win=131072 Len=0"
"563","20.480675","TIBRO_1f:d6:9d","Broadcast","ARP","42","Who has 192.168.1.55? Tell 192.168.1.1"
"564","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=103469 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"565","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"566","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=106289 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"567","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=107699 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"568","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"569","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=110519 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"570","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=111929 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"571","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"572","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=114749 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"573","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"574","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=117569 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"575","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=118979 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"576","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"577","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=121799 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"578","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=123209 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"579","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"580","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=126029 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"581","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=127439 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"582","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"583","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=130259 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"584","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"585","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"586","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=134489 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"587","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=135899 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"588","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"589","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"590","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=140129 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"591","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"592","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=142949 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"593","20.582574","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"594","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=145769 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"595","20.582574","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=147179 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"596","20.582972","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=9499 Ack=148589 Win=131072 Len=0"
"597","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"598","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"599","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=151409 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"600","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=152819 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"601","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"602","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=155639 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"603","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=157049 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"604","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data, Application Data"
"605","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=159869 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"606","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=161279 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"607","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"608","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=164099 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"609","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=165509 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"610","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data, Application Data"
"611","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=168329 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"612","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=169739 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"613","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"614","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=172559 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"615","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=173969 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"616","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"617","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=176789 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"618","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"619","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=179609 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"620","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=181019 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"621","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"622","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=183839 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"623","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=185249 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"624","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data, Application Data"
"625","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"626","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=189479 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"627","20.583389","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=190889 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"628","20.583389","20.71.64.65","192.168.1.132","TLSv1.2","1464","Application Data"
"629","20.583735","192.168.1.132","20.71.64.65","TCP","54","31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0"
"630","20.789129","20.50.80.213","192.168.1.132","TCP","54","443  >  31807 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"631","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","[TCP Previous segment not captured] , Ignored Unknown Record"
"632","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"633","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"634","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"635","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"636","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"637","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"638","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"639","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=227549 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"640","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=228959 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"641","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=230369 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"642","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=231779 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"643","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=233189 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"644","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=234599 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"645","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=236009 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"646","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=237419 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"647","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=238829 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"648","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=240239 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"649","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=241649 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"650","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=243059 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"651","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=244469 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"652","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=245879 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"653","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=247289 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"654","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=248699 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"655","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [ACK] Seq=250109 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"656","20.848605","20.71.64.65","192.168.1.132","TCP","1464","443  >  31956 [PSH, ACK] Seq=251519 Ack=9499 Win=64128 Len=1410 [TCP segment of a reassembled PDU]"
"657","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Change Cipher Spec, Ignored Unknown Record"
"658","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"659","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"660","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"661","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"662","20.848605","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"663","20.848816","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#1] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=217679"
"664","20.848890","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#2] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=219089"
"665","20.848912","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#3] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=220499"
"666","20.848927","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#4] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=221909"
"667","20.848943","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#5] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=223319"
"668","20.848962","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#6] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=224729"
"669","20.848983","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#7] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=226139"
"670","20.849028","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#8] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=227549"
"671","20.849049","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#9] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=228959"
"672","20.849070","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#10] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=230369"
"673","20.849094","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#11] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=231779"
"674","20.849111","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#12] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=233189"
"675","20.849127","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#13] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=234599"
"676","20.849145","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#14] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=236009"
"677","20.849164","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#15] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=237419"
"678","20.849179","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#16] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=238829"
"679","20.849198","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#17] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=240239"
"680","20.849214","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#18] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=241649"
"681","20.849231","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#19] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=243059"
"682","20.849247","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#20] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=244469"
"683","20.849271","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#21] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=245879"
"684","20.849292","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#22] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=247289"
"685","20.849307","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#23] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=248699"
"686","20.849339","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#24] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=250109"
"687","20.849355","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#25] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=251519"
"688","20.849372","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#26] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=252929"
"689","20.849390","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#27] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=254339"
"690","20.849405","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#28] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=255749"
"691","20.849422","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#29] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=257159"
"692","20.849438","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#30] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=258569"
"693","20.849455","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#31] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=259979"
"694","20.849471","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#32] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=261389"
"695","20.849571","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"696","20.849571","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"697","20.849571","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"698","20.849571","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"699","20.849571","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"700","20.849571","20.71.64.65","192.168.1.132","TLSv1.2","1464","Ignored Unknown Record"
"701","20.849595","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#33] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=262799"
"702","20.849614","192.168.1.132","20.71.64.65","TCP","66","[TCP Dup ACK 629#34] 31956  >  443 [ACK] Seq=9499 Ack=193709 Win=262144 Len=0 SLE=216269 SRE=264209"
